,ID,X,Y,Z,VX,VY,VZ,Rvir,Mass
1187,1933.0,650.7258739813168,-282.7168741394267,858.4909777945012,-146.31793212890625,-38.30967712402344,195.5850067138672,11.247500072108876,82176218.5423098
1188,1934.0,-199.52009793366014,-294.2385020317996,396.39245946223986,-103.50463104248047,119.46784210205078,209.8430938720703,8.886289582816003,40573923.54811266
1189,1935.0,611.7225786613765,-73.79330632363917,537.5721361763445,-145.69866943359375,-59.93585968017578,181.01400756835938,10.010475505719183,57962749.55852831
1190,1936.0,178.90171719301176,-460.69544526782374,658.0154012215719,-168.69007873535156,66.67008209228516,159.5736083984375,8.81734700405187,40199972.113172874
1191,1937.0,283.53945837560366,-70.69227207139103,256.04049665928784,-97.6472396850586,72.23365783691406,111.74771881103516,8.740244364130747,38797646.37500569
1192,1938.0,-702.8123584329747,-10.02734293312092,62.05049421914038,-141.5386505126953,90.06514739990234,168.7692413330078,8.711866573870918,38704157.801985025
1193,1939.0,-683.5720941133685,-185.84031224545535,210.8974155839223,-96.94005584716797,217.5406036376953,162.16078186035156,8.552378491673036,36366952.04789693
1194,1940.0,160.8526529922519,-377.4778646223269,1491.4960823210142,-119.06583404541016,192.0683135986328,178.3447723388672,10.61475430886538,68994366.88925278
1195,1941.0,433.6606235246601,-204.82719128263838,774.8945955112112,-147.81813049316406,-14.006606101989746,164.50909423828125,8.5375824248254,35899509.18279357
1196,1942.0,-100.98674684581913,-486.2133342137503,1467.2527775022534,-123.61463165283203,50.17151641845703,172.63662719726562,8.477876752125692,35245092.02879177
1197,1943.0,24.165502440653476,-376.5215010983388,1176.3902972828278,-119.69612884521484,-0.36650699377059937,163.75770568847656,8.285655171347694,33375326.282664135
1198,1944.0,-539.2694310305399,-151.65780380648613,656.6268022258882,-156.82888793945312,75.93086242675781,208.60910034179688,8.230204465472506,32253466.263558973
1199,1945.0,-269.39793896253343,-93.3318811872936,883.3060586703083,-134.47744750976562,79.21339416503906,219.4300537109375,8.198180241477441,31879511.971476283
1200,1946.0,164.12539023305948,-297.86842913681556,457.39551926281683,-88.12678527832031,105.88617706298828,214.75674438476562,7.863180733768738,31692534.825434938
1201,1947.0,-251.83488441026293,-177.42839734905357,476.64531318337384,-119.25448608398438,124.39883422851562,205.89991760253906,8.16590348305718,31505557.679393593
1202,1948.0,-530.9909305474489,-98.60089965584211,101.2062631542931,-138.171630859375,97.71986389160156,151.18643188476562,8.067509672554689,30383700.517431337
1203,1949.0,-46.251441727720575,-641.5339177101254,114.63210952236471,-111.73660278320312,71.89157104492188,214.3944091796875,7.810405803703369,27766026.187138323
1204,1950.0,190.00642504378848,-16.133775085218392,382.79235753392555,-115.68097686767578,137.82940673828125,166.1057586669922,7.923868636052157,28981374.779264156
1205,1951.0,-486.32432951962187,-77.09020790971476,44.047716651569985,-176.83433532714844,100.54114532470703,132.00546264648438,7.906624142445955,29074863.35228483
1206,1952.0,-733.9401192528852,-196.59463708984578,-0.43101510037041685,-60.443485260009766,68.4487533569336,207.7159423828125,7.828076406609227,27766026.187138323
1207,1953.0,-561.0105349139412,-270.05067310428797,108.84900311681126,-171.0073699951172,94.43074798583984,154.05360412597656,7.666069787017213,26644166.16803316
1208,1954.0,-123.57190109914586,-157.83740968016988,807.2190019362257,-120.67353057861328,77.99617004394531,225.12100219726562,7.747920210269165,27111609.03313652
1209,1955.0,-687.0558439466574,-249.70735747463004,265.2869323246643,-93.4937973022461,215.77981567382812,164.2149658203125,7.756907985337307,26924631.887095176
1210,1956.0,-393.1697574827087,-387.05017860593057,119.90878570596296,-216.46969604492188,34.535484313964844,126.67675018310547,7.675250196161716,26457189.021991815
1211,1957.0,829.3187640281475,-203.1622338593823,870.1334274132142,-141.22964477539062,67.32795715332031,176.5429229736328,9.681749198179217,52353452.320145406
1212,1958.0,-680.9868495125809,-37.560912651580935,495.79164286503664,-133.87945556640625,-3.5167291164398193,194.29664611816406,7.647641580835769,25802771.867990013
1213,1959.0,58.05684753628754,-196.08701566777168,5.703325168797171,-169.79849243164062,27.061477661132812,151.3514404296875,7.279197257904554,25054866.14096754
1214,1960.0,1439.6175522321028,-23.825013909718155,1367.6657248235701,-109.04645538330078,72.43013000488281,197.56503295898438,8.987739672480563,42630666.44028164
1215,1961.0,131.93303684979142,-2.1301966595062867,755.8054434352529,-140.64027404785156,188.54144287109375,143.97216796875,7.477636903302929,24119983.267903723
1216,1962.0,101.04487742521451,-255.77754310882548,150.85276136468008,-66.1736831665039,158.71600341796875,180.06280517578125,7.248482673354438,24119983.267903723
1217,1963.0,-830.7349988529928,-445.4916476366512,312.51835737981304,-80.3124771118164,-18.77695655822754,198.82220458984375,7.448540989542879,23839517.548841707
1218,1964.0,351.646154999198,-413.07994326006985,727.8101985850171,-128.6455535888672,188.0933837890625,156.690185546875,7.438791527084459,23746028.975821033
1219,1965.0,136.02259702923647,-322.59093674624376,348.5810901206585,-93.48687744140625,112.76539611816406,210.33456420898438,7.080096666611665,22624170.385287326
1220,1966.0,-535.6114256370082,-314.47103605040485,65.68807903920602,-162.4536895751953,89.04580688476562,150.9296417236328,7.227861297582752,22717657.529736545
1221,1967.0,534.4688264966065,-74.06779286531048,1703.4235164936413,-111.2071533203125,-21.713611602783203,210.4153594970703,8.500364568312165,35432066.31769021
1222,1968.0,107.55495624615534,-465.1464495976159,187.13875904208638,-66.46174621582031,92.71114349365234,216.34173583984375,7.258749457007329,22250216.093204636
1223,1969.0,-285.79838219881,-248.69075325891743,102.83446354531053,-156.24656677246094,130.14988708496094,99.84380340576172,7.258749457007329,22250216.093204636
1224,1970.0,-64.40124742424572,-357.8325922623129,344.758358767835,-190.5355224609375,46.62934875488281,113.9297103881836,7.227861297582752,21969751.802714072
1225,1971.0,204.0571409599178,-391.42903024280974,455.222770246041,-186.67970275878906,-27.33694839477539,159.70602416992188,7.238186620212912,21876263.2296934
1226,1972.0,-42.82623087170068,-439.32752736451243,137.53037923550252,-201.3601531982422,29.935592651367188,114.38390350341797,7.186261186003726,21782774.656672727
1227,1973.0,95.68379620462375,-451.1221102555468,494.7515549898382,-183.5086212158203,-7.914230823516846,148.0724334716797,7.1229424331721125,21034868.929650255
1228,1974.0,69.45969575966697,-440.76530590796,235.2115117240318,-193.25732421875,4.056854724884033,118.31450653076172,6.83460189377573,19071614.61050195
